Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Junior Data Scientist,"$44.00
/hr (Employer est.)
The minimum salary range is
$40.00
The maximum salary range is
$48.00","Position – Jr Data Scientist (1-2 years exp will work)
Location – Columbus, OH
3 days onsite in a week –
Part of the Firewall Automation Group Automating requests for new firewalls – expanding and automating other places within the network space Working with lots of different data – Looking for someone to suggest new/better ways to work with the data uplift it's network security platform automation. You help do things like: Analyzing firewall and associated network data in order to drive user / customer facing business decisions, identification of opportunities for enhancement, and data modernization for delivery automation. Use data analysis techniques to develop insights that lead to new recommendations presented to management Supports advanced analytics using a limited assortment of modeling methods, algorithms and techniques (predictive modeling, text mining, statistical forecasting and analysis, optimization, and simulation modeling) Utilizes programming skills to build prototype solutions and develop production-ready analytical applications Bachelor's degree in a quantitative or related field, or equivalent experience Working knowledge of querying languages, notably SQL Basic knowledge of practical use of statistics
Show more
Average base salary estimate
$44.00
/hr (Employer est.)
The minimum salary range is
$40.00
The maximum salary range is
$48.00
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
Unknown
Founded
--
Type
Company - Public
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable
keasis Inc ratings
3.5
66 %
Recommend to a friend
100 %
Approve of CEO
1 Ratings
Career Opportunities
3.7
Comp & Benefits
3.0
Culture & Values
3.0
Senior Management
3.0
Work/Life Balance
2.3",3.5,keasis Inc,"Columbus, OH",Unknown,--,Company - Public,--,--,Unknown / Non-Applicable
Data Scientist,"$65.50
/hr (Employer est.)
The minimum salary range is
$36.00
The maximum salary range is
$95.00","Apply only if you are US permanent resident/citizen and reside within Tri-state area (New York / New Jersey / Connecticut).
You will work as a consultant contractor (1099) for this role to work for a government agency, however your contract will be directly with errorHandle. We are in the process of submitting a proposal for a government contract and need to submit the selected candidate details as part of the requirements for different positions and this position is one of the fulfilments.
By submitting this form you are giving the consent to errorHandle to share your information with the government agency as part of proposal submission also we might ask you to provide more information or complete other forms as required by the government agency.
We will notify you once the contract is awarded then you should be available to start the job right away. Estimated starting the contract is May-June and we will notify the selected candidates once confirmed by the government agency.
Show more
Average base salary estimate
$65.50
/hr (Employer est.)
The minimum salary range is
$36.00
The maximum salary range is
$95.00
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.",-1.0,errorHandle,"New York, NY",-1,-1,-1,-1,-1,-1
Data Scientist,"$101,646
/yr (Glassdoor est.)
The minimum salary range is
$86K
The maximum salary range is
$120K","Build, implement and maintain predictive models through their full lifecycle.
Identify patterns & trends in data, and provides insights to enhance business decision making.
Identify challenges and opportunities from client strategy discussions and taking ownership of solution.
Set up and monitor monthly model recalibration process.
Generate complex ad-hoc analyses combining disparate concepts or creating new approaches.
Design and create new analytic procedures & automation.
Please forward your resume to contact@cyberinfotek.com
Show more
Average base salary estimate
$101,646
/yr (Glassdoor est.)
The minimum salary range is
$86K
The maximum salary range is
$120K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
1 to 50 Employees
Founded
--
Type
Contract
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable
Cyber Infotech ratings
4.2
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings
Career Opportunities
5.0
Comp & Benefits
5.0
Culture & Values
5.0
Senior Management
5.0
Work/Life Balance
5.0",4.2,Cyber Infotech,"Dallas, TX",1 to 50 Employees,--,Contract,--,--,Unknown / Non-Applicable
Data Scientist,"$121,080
/yr (Glassdoor est.)
The minimum salary range is
$101K
The maximum salary range is
$145K","U.S. News & World Report is a multifaceted digital media company dedicated to helping citizens, consumers, business leaders and policy officials make important decisions in their lives. We publish independent reporting, rankings, data journalism and advice that has earned the trust of our readers and users for nearly 90 years. Our platforms on usnews.com include Education, Health, Money, Travel, Cars, News and 360 Reviews.
We reach more than 40 million people monthly during moments when they are most in need of expert advice and motivated to act on that advice directly on our platforms. Our signature franchises include our ?Best? series of consumer guides on colleges, graduate schools, hospitals, diets, cars, financial services and more. These guides provide an easy-to-digest list for consumers to better understand and compare when making their decisions. We continue to publish annual guides of the authoritative Best Colleges and Best Hospitals rankings on our website and in print. And our U.S. News Live flagship conferences highlight important national conversations including Healthcare of Tomorrow and Healthiest Communities.
Show more
Average base salary estimate
$121,080
/yr (Glassdoor est.)
The minimum salary range is
$101K
The maximum salary range is
$145K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
201 to 500 Employees
Founded
1933
Type
Company - Private
Industry
Publishing
Sector
Media & Communication
Revenue
$100 to $500 million (USD)
US News & World Report ,L.P. ratings
2.6
24 %
Recommend to a friend
18 %
Approve of CEO
Eric Gertler
23 Ratings
Career Opportunities
2.0
Comp & Benefits
2.1
Culture & Values
2.1
Senior Management
1.8
Work/Life Balance
3.2
US News & World Report ,L.P. reviews by data scientist
Pros
""Great and dedicated people working for something they're passionate about!"" (in 3 reviews)
""Great work life balance, responsive and conscientious manager, continuing education opportunities."" (in 1 review)
Cons
""One of the main cons was the low pay"" (in 1 review)
US News & World Report ,L.P. benefits
3.8
3 Ratings
Employer summary
U.S. News & World Report is committed to providing its employees with a benefits program that is both comprehensive and competitive. Our program offers health, dental, vision, life, and disability coverage to eligible employees and their families.
Employee benefit reviews
Most commented
Health Insurance(5 comments)
""choice of 2; plus FSA""
Maternity & Paternity Leave(3 comments)
""They have it which is dope.""
Jan 11, 2024
Former Reporter in Los Angeles, CA, California
They have a great benefit package
Jan 4, 2024
Current Employee in Washington, DC, District of Columbia
They offer good benefits overall.
Jan 3, 2024
Current SEO Specialist in Washington, DC, District of Columbia
Decent benefits, 401k matching, PTO, etc.",2.6,"US News & World Report ,L.P","Washington, DC",201 to 500 Employees,1933,Company - Private,Publishing,Media & Communication,$100 to $500 million (USD)
Data Scientist III,"$64.00
/hr (Employer est.)
The minimum salary range is
$60.00
The maximum salary range is
$68.00","Are you a seasoned data scientist with a proven track record of turning complex data into actionable insights? We are seeking a highly skilled and experienced professional to join our team as a Data Scientist III. The main function of the Data Scientist is to use data to help explain what trends are happening in the product, identify likely contributing factors, and make program recommendations based on what we are seeing in the data.
Job Responsibilities:
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, identify opportunities, pose business questions, and make valuable discoveries leading to prototype development and product improvement.
Use a flexible, analytical approach to design, develop, and evaluate predictive models and advanced algorithms that lead to optimal value extraction from the data.

Show more
Average base salary estimate
$64.00
/hr (Employer est.)
The minimum salary range is
$60.00
The maximum salary range is
$68.00
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
51 to 200 Employees
Founded
2006
Type
Company - Private
Industry
Information Technology Support Services
Sector
Information Technology
Revenue
$5 to $25 million (USD)
OrangePeople ratings
4.1
82 %
Recommend to a friend
93 %
Approve of CEO
Raghav Putrevu
27 Ratings
Career Opportunities
3.5
Comp & Benefits
3.6
Culture & Values
4.0
Senior Management
4.1
Work/Life Balance
4.0
OrangePeople reviews by data scientist
Pros
""Good benefits, 401k, insurance, pto"" (in 7 reviews)
""Its a best environment to work as a group"" (in 5 reviews)
""good communication &amp; support helps for career development"" (in 5 reviews)
Cons
""The benefits could be better."" (in 7 reviews)
""You will never get career advancement in this company and there is no work/life balance here."" (in 5 reviews)
""This place is a very toxic environment to work for."" (in 5 reviews)
""No bonuses or any other type of compensation"" (in 6 reviews)
OrangePeople benefits
3.8
3 Ratings
Employee benefit reviews
Most commented
Health Insurance(3 comments)
""They are helpful and approchable""
Aug 18, 2023
Former Technical Sourcer in Texas City, TX, Texas
Orange People private limited Irving Texas
Sep 11, 2023
Current Employee in Dallas, TX, Texas
Eh, it's fine. It's basic coverage and that's it.
Dec 20, 2022
Current Technicalwriter in Remote, California
4 percent contribution in 401k",4.1,OrangePeople,California,51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Data Scientist I,"$86,000
/yr (Employer est.)
The minimum salary range is
$80K
The maximum salary range is
$92K","Position Title: Data Scientist I
Salary Range: $80,000 - $92,000
Department: Information Technology
Reports to: Manager, Analytics and Research
Location: Remote
Schedule: M-F; 9-5 EST
Formerly the Mental Health Association of New York City (MHA-NYC), Vibrant Emotional Health’s groundbreaking solutions have delivered high quality services and support, when, where and how people need it for over 50 years. Through our state-of-the-art technology-enabled services, community wellness programs, and advocacy and education work, we are building a society in which emotional wellness can be a reality for everyone.
Show more
Average base salary estimate
$86,000
/yr (Employer est.)
The minimum salary range is
$80K
The maximum salary range is
$92K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
201 to 500 Employees
Founded
--
Type
Nonprofit Organization
Industry
Civic & Social Services
Sector
Nonprofit & NGO
Revenue
$5 to $25 million (USD)
Vibrant Emotional Health ratings
2.5
32 %
Recommend to a friend
36 %
Approve of CEO
Kimberly Williams
60 Ratings
Career Opportunities
2.5
Comp & Benefits
2.8
Culture & Values
2.2
Senior Management
1.8
Work/Life Balance
2.3
Vibrant Emotional Health benefits
3.7
3 Ratings
Employee benefit reviews
Most commented
Health Insurance(8 comments)
""401k benefit is good for employees""
Feb 3, 2024
Current Employee in New York, NY, New York State
Four weeks vacation but it’s not easy to actually take it all
Jan 31, 2024
Current Cybersecurity Governance and Risk Analyst in Midtown New York, New York State
they offer health insurance benefit
Dec 21, 2023
Current Financial Analyst in New York, NY, New York State
We are always encouraged to use our time off",2.5,Vibrant Emotional Health,United States,201 to 500 Employees,--,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$5 to $25 million (USD)
Data Scientist,"$87,500
/yr (Employer est.)
The minimum salary range is
$75K
The maximum salary range is
$100K","Expatiate Communications is a boutique management consulting firm with unmatched expertise in special education. We deliver innovative solutions for the most challenging and complex special education issues facing school districts, ESAs/COEs and State educational agencies.
Description
The Data Scientist is responsible for developing algorithms for the prediction of educational outcomes from attendance records, graduation rates, suspension and k-12 test data. The Data Scientist implements state of the art algorithms, apply off the shelf AI and date centric tools, as well as collect, maintain, and store user data.

Job Location: Onsite, Pasadena, CA US. (no remote)

Responsibilities:



Show more
Average base salary estimate
$87,500
/yr (Employer est.)
The minimum salary range is
$75K
The maximum salary range is
$100K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.",-1.0,"Pasadena, CA","Pasadena, CA",-1,-1,-1,-1,-1,-1
Data Scientist,"$108,247
/yr (Glassdoor est.)
The minimum salary range is
$92K
The maximum salary range is
$127K","Overview
We are the team that enables customers to purchase insurance policies direct online through the brands of THREE insurance and biBERK, which are proud to be a part of Berkshire Hathaway Insurance Group. We support our marketing initiatives by delivering personalized customer experiences and we support our back office by creating efficiencies and continual improvement around their processes.
This role would be part of the R&D team for a fast-growing insurance technology leader. The goal is to help us build artificial intelligence algorithms, which replicate traditional human effort in insurance industry. The algorithms are built using a variety of tools such as machine learning, logic based coding, and utilizing third-party integrations. The algorithms are aided using our own data, third-party data, and expert input from various departments.
In this role, you will be an integral team with outstanding communication, collaboration, and attention to detail. You will be counted on to build robust models, write functional code, and to work with others to research and develop solutions.
Show more
Average base salary estimate
$108,247
/yr (Glassdoor est.)
The minimum salary range is
$92K
The maximum salary range is
$127K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
501 to 1000 Employees
Founded
1940
Type
Subsidiary or Business Segment
Industry
Insurance Carriers
Sector
Insurance
Revenue
Unknown / Non-Applicable
Berkshire Hathaway Direct Insurance Company ratings
3.9
69 %
Recommend to a friend
76 %
Approve of CEO
Don Wurster
76 Ratings
Career Opportunities
3.8
Comp & Benefits
3.6
Culture & Values
3.9
Senior Management
3.6
Work/Life Balance
4.1
Berkshire Hathaway Direct Insurance Company benefits
4.3
3 Ratings
Employee benefit reviews
Most commented
401K Plan(3 comments)
""They matched up to 5%""
Dec 21, 2023
Current Employee in Omaha, NE, Nebraska
The Company provides Great Benefits
Dec 9, 2023
Former Employee in Omaha, NE, Nebraska
Great health insurance and 401k match
Aug 6, 2023
Current Employee in Omaha, NE, Nebraska
Hybrid work environment and has events throughout the year.",3.9,Berkshire Hathaway Direct Insurance Company,"Stamford, CT",501 to 1000 Employees,1940,Subsidiary or Business Segment,Insurance Carriers,Insurance,Unknown / Non-Applicable
Data Scientist,-1,"Hang is building the future of loyalty for brands.
Hang is the next generation brand loyalty & membership platform. By harnessing the power of personalization, gamification, and its integrations ecosystem, Hang provides brands with a radically new type of loyalty experience for their customers.
Today, they work with a variety of major brands (such as Ulta Beauty, Budweiser, Flipkart, and more), as well as multiple well-known, up-and-coming restaurant chains (Boba Guys, Roam Artisan Burger, and Williamsburg Pizza, among several others).
Hang draws from years of deep expertise in loyalty, game design, and finance with employees from leading companies like Google, Amazon, Apple, Meta, LinkedIn, Coinbase, Square, and Goldman Sachs.
Hang raised a $16 million Series A led by Paradigm last summer, with participation from Tiger Global, Howard Schultz, Kevin Durant, Mr. Beast, and the founders of Warby Parker, Allbirds, and Bombas, among others.
Show more
Company overview
Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
--
Sector
--
Revenue
Unknown / Non-Applicable
Hang ratings
5.0
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings
Career Opportunities
5.0
Comp & Benefits
5.0
Culture & Values
5.0
Senior Management
5.0
Work/Life Balance
5.0",5.0,Hang,California,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable
Data Scientist,"$85.00
/hr (Employer est.)
The minimum salary range is
$80.00
The maximum salary range is
$90.00","Job Title: Data Scientist
Location- Remote
Duration: 6-12 Month
Job Description :-
1. Data Scientist with 12+ years of experience in developing deep learning, time series and statistical models
2. Experience in working with IoT data and SCADA systems in a must
3. Experience in applying statistics for manufacturing quality control
4. Knowledge of SCADA platforms like Ignition and data platforms like Canary will be a plus
5. Must have experience in developing computer vision models for quality control problems, using Azure AI Custom Vision and proprietry ML algorithms
6. Must have experience in developing and deploying models using Azure ML Studio, Data Bricks and MLFlow
Show more
Average base salary estimate
$85.00
/hr (Employer est.)
The minimum salary range is
$80.00
The maximum salary range is
$90.00
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
201 to 500 Employees
Founded
2009
Type
Company - Private
Industry
Software Development
Sector
Information Technology
Revenue
$5 to $25 million (USD)
Tekshapers Inc ratings
3.8
75 %
Recommend to a friend
97 %
Approve of CEO
13 Ratings
Career Opportunities
3.4
Comp & Benefits
3.1
Culture & Values
3.3
Senior Management
3.5
Work/Life Balance
3.5
Tekshapers Inc reviews by data scientist
Pros
""Salary always credited at time"" (in 10 reviews)
""Good work life balance"" (in 4 reviews)
""Recruitment has an amazing working culture where progression and self"" (in 10 reviews)
""Management is not at all supportive"" (in 7 reviews)
Cons
""Its a good company and good salary"" (in 10 reviews)
""no work life balance in company"" (in 4 reviews)
""Management is rigid."" (in 7 reviews)
""No career growth."" (in 7 reviews)",3.8,Tekshapers Inc,Remote,201 to 500 Employees,2009,Company - Private,Software Development,Information Technology,$5 to $25 million (USD)
Data Scientist,"$131,504
/yr (Glassdoor est.)
The minimum salary range is
$109K
The maximum salary range is
$159K","Job Description

Job Title: Data Scientist
Location: San Mateo, CA
Contract: 6 Months

Need 4 years + work experience with .
Heavy deep learning AND Machine Learning AND Algorithm experience

Additional Information

All your information will be kept confidential according to EEO guidelines.
Show more
Average base salary estimate
$131,504
/yr (Glassdoor est.)
The minimum salary range is
$109K
The maximum salary range is
$159K
If an employer includes a salary or salary range on their job, we display it as an ""Employer Estimate"". If a job has no salary data, Glassdoor displays a ""Glassdoor Estimate"" if available. To learn more about ""Glassdoor Estimates,"" see our FAQ page.
Company overview
Size
1 to 50 Employees
Founded
--
Type
Company - Private
Industry
HR Consulting
Sector
Human Resources & Staffing
Revenue
$1 to $5 million (USD)
360 IT Professionals ratings
2.4
N/A
Recommend to a friend
N/A
Approve of CEO
Daren Bailey
4 Ratings
Career Opportunities
2.0
Comp & Benefits
1.8
Culture & Values
2.2
Senior Management
2.0
Work/Life Balance
2.3
360 IT Professionals benefits
4.0
3 Ratings
Employee benefit reviews
Jan 22, 2019
Current Employee in Rancho Cucamonga, CA, California
Benefits are great, all the essentials you need. weekly meetings with lunch provided is awesome. great time off and vacations paid, holidays paid, etc.
Apr 4, 2018
Former Employee in Salt Lake City, UT, Utah
They have a decent employee -centric plan",2.4,360 IT Professionals,"San Ramon, CA",1 to 50 Employees,--,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD)
